"kommune_nr","spraaknivaa","provetype","enhet","aar","tabellvariabel","tabell_navn"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"0101","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0104","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0105","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0106","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0124","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0231","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0214","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0216","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0217","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0219","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0220","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0221","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0226","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0228","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0230","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0231","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0233","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0235","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0301","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0402","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0403","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0412","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0415","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0417","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0425","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0427","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0428","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0430","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0432","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0434","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0437","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0501","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0502","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0513","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0514","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0515","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0516","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0517","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0520","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0521","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0528","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0529","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0533","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0536","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0538","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0540","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0542","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0543","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0545","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0602","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0604","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0605","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0617","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0619","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0623","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0624","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0625","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0626","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0628","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0633","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0701","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0704","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0706","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0709","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0713","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0805","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0806","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0807","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0814","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0815","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0817","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0819","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0821","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0822","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0826","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0828","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0901","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0904","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0906","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0926","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0928","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0937","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0940","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"0941","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1001","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1002","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1003","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1004","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1014","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1017","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1026","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1027","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1032","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1037","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1046","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1101","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1102","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1103","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1106","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1112","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1119","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1121","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1122","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1124","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1130","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1134","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1135","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1146","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
"1149","ikke_vurdert","lese","prosent","2015",":","norsk_prover"
