"aar","bydel_nr","botid_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","alle","1","personer","296","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","alle","1","prosent","72.2","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","alle","2","personer","103","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","alle","2","prosent","58.5","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","alle","alle","personer","399","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","alle","alle","prosent","68.1","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","0-4","1","personer","169","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","0-4","1","prosent","69","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","0-4","2","personer","20","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","0-4","2","prosent","35.7","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","0-4","alle","personer","189","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","0-4","alle","prosent","62.8","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","5+","1","personer","127","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","5+","1","prosent","77","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","5+","2","personer","83","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","5+","2","prosent","69.2","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","5+","alle","personer","210","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","5+","alle","prosent","73.7","sysselsatte_botid_land","NULL","NULL","1548"
"2013","NULL","alle","1","personer","80","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","alle","1","prosent","72.1","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","alle","2","personer","43","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","alle","2","prosent","61.4","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","alle","alle","personer","123","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","alle","alle","prosent","68","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","0-4","1","personer","48","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","0-4","1","prosent","64","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","0-4","2","personer","13","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","0-4","2","prosent","41.9","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","0-4","alle","personer","61","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","0-4","alle","prosent","57.5","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","5+","1","personer","32","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","5+","1","prosent","88.9","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","5+","2","personer","30","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","5+","2","prosent","76.9","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","5+","alle","personer","62","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","5+","alle","prosent","82.7","sysselsatte_botid_land","NULL","NULL","1551"
"2013","NULL","alle","1","personer","227","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","alle","1","prosent","85","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","alle","2","personer","62","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","alle","2","prosent","67.4","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","alle","alle","personer","289","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","alle","alle","prosent","80.5","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","0-4","1","personer","113","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","0-4","1","prosent","81.3","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","0-4","2","personer","18","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","0-4","2","prosent","45","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","0-4","alle","personer","131","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","0-4","alle","prosent","73.2","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","5+","1","personer","114","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","5+","1","prosent","89.1","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","5+","2","personer","44","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","5+","2","prosent","84.6","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","5+","alle","personer","158","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","5+","alle","prosent","87.8","sysselsatte_botid_land","NULL","NULL","1554"
"2013","NULL","alle","1","personer","70","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","alle","1","prosent","78.7","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","alle","2","personer","26","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","alle","2","prosent","54.2","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","alle","alle","personer","96","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","alle","alle","prosent","70.1","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","0-4","1","personer","28","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","0-4","1","prosent","70","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","0-4","2","personer","7","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","0-4","2","prosent","36.8","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","0-4","alle","personer","35","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","0-4","alle","prosent","59.3","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","5+","1","personer","42","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","5+","1","prosent","85.7","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","5+","2","personer","19","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","5+","2","prosent","65.5","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","5+","alle","personer","61","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","5+","alle","prosent","78.2","sysselsatte_botid_land","NULL","NULL","1557"
"2013","NULL","alle","1","personer","94","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","alle","1","prosent","81.7","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","alle","2","personer","40","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","alle","2","prosent","49.4","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","alle","alle","personer","134","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","alle","alle","prosent","68.4","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","0-4","1","personer","31","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","0-4","1","prosent","68.9","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","0-4","2","personer","16","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","0-4","2","prosent","35.6","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","0-4","alle","personer","47","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","0-4","alle","prosent","52.2","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","5+","1","personer","63","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","5+","1","prosent","90","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","5+","2","personer","24","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","5+","2","prosent","66.7","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","5+","alle","personer","87","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","5+","alle","prosent","82.1","sysselsatte_botid_land","NULL","NULL","1560"
"2013","NULL","alle","1","personer","80","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","alle","1","prosent","76.2","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","alle","2","personer","126","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","alle","2","prosent","41.4","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","alle","alle","personer","206","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","alle","alle","prosent","50.4","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","0-4","1","personer","30","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","0-4","1","prosent","76.9","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","0-4","2","personer","40","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","0-4","2","prosent","22.5","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","0-4","alle","personer","70","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","0-4","alle","prosent","32.3","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","5+","1","personer","50","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","5+","1","prosent","75.8","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","5+","2","personer","86","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","5+","2","prosent","68.3","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","5+","alle","personer","136","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","5+","alle","prosent","70.8","sysselsatte_botid_land","NULL","NULL","1563"
"2013","NULL","alle","1","personer","86","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","alle","1","prosent","74.1","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","alle","2","personer","39","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","alle","2","prosent","54.9","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","alle","alle","personer","125","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","alle","alle","prosent","66.8","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","0-4","1","personer","41","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","0-4","1","prosent","70.7","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","0-4","2","personer","7","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","0-4","2","prosent","25","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","0-4","alle","personer","48","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","0-4","alle","prosent","55.8","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","5+","1","personer","45","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","5+","1","prosent","77.6","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","5+","2","personer","32","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","5+","2","prosent","74.4","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","5+","alle","personer","77","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","5+","alle","prosent","76.2","sysselsatte_botid_land","NULL","NULL","1566"
"2013","NULL","alle","1","personer",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","alle","1","prosent",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","alle","2","personer",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","alle","2","prosent",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","alle","alle","personer","18","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","alle","alle","prosent","81.8","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","0-4","1","personer","10","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","0-4","1","prosent","83.3","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","0-4","2","personer","0","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","0-4","2","prosent","0","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","0-4","alle","personer","10","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","0-4","alle","prosent","76.9","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","5+","1","personer",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","5+","1","prosent",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","5+","2","personer",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","5+","2","prosent",":","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","5+","alle","personer","8","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","5+","alle","prosent","88.9","sysselsatte_botid_land","NULL","NULL","1567"
"2013","NULL","alle","1","personer","32","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","alle","1","prosent","80","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","alle","2","personer","9","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","alle","2","prosent","47.4","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","alle","alle","personer","41","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","alle","alle","prosent","69.5","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","0-4","alle","personer","21","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","0-4","alle","prosent","70","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","5+","1","personer","14","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","5+","1","prosent","77.8","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","5+","2","personer","6","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","5+","2","prosent","54.5","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","5+","alle","personer","20","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","5+","alle","prosent","69","sysselsatte_botid_land","NULL","NULL","1571"
"2013","NULL","alle","1","personer","91","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","alle","1","prosent","80.5","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","alle","2","personer","12","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","alle","2","prosent","63.2","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","alle","alle","personer","103","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","alle","alle","prosent","78","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","0-4","alle","personer","63","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","0-4","alle","prosent","81.8","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","5+","1","personer","30","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","5+","1","prosent","75","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","5+","2","personer","10","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","5+","2","prosent","66.7","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","5+","alle","personer","40","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","5+","alle","prosent","72.7","sysselsatte_botid_land","NULL","NULL","1573"
"2013","NULL","alle","1","personer","140","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","alle","1","prosent","84.8","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","alle","2","personer","37","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","alle","2","prosent","47.4","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","alle","alle","personer","177","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","alle","alle","prosent","72.8","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","0-4","1","personer","90","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","0-4","1","prosent","85.7","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","0-4","2","personer","18","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","0-4","2","prosent","37.5","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","0-4","alle","personer","108","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","0-4","alle","prosent","70.6","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","5+","1","personer","50","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","5+","1","prosent","83.3","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","5+","2","personer","19","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","5+","2","prosent","63.3","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","5+","alle","personer","69","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","5+","alle","prosent","76.7","sysselsatte_botid_land","NULL","NULL","1576"
"2013","NULL","alle","1","personer","5631","sysselsatte_botid_land","NULL","NULL","1601"
